bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
3,3461,2,0,0,2,5,11,2020-06-10 09:15:00
3,3462,1,0,0,1,5,8,2020-06-10 09:15:00
4,4011,10,5,4,9,74,92,2020-06-10 09:15:00
4,4012,3,3,1,3,9,59,2020-06-10 09:15:00
5,5111,12,4,3,11,68,247,2020-06-10 09:15:00
5,5112,13,5,4,9,86,181,2020-06-10 09:15:00
5,5113,15,5,4,14,85,268,2020-06-10 09:15:00
5,5114,6,1,0,4,35,68,2020-06-10 09:15:00
5,5116,5,1,1,4,31,80,2020-06-10 09:15:00
5,5117,2,2,1,2,19,35,2020-06-10 09:15:00
5,5119,5,0,0,4,29,44,2020-06-10 09:15:00
5,5120,1,0,0,1,17,19,2020-06-10 09:15:00
5,5122,3,4,3,3,40,53,2020-06-10 09:15:00
5,5124,5,2,2,5,78,115,2020-06-10 09:15:00
5,5154,5,1,0,5,21,48,2020-06-10 09:15:00
5,5158,6,0,0,6,44,33,2020-06-10 09:15:00
5,5162,7,0,0,6,36,80,2020-06-10 09:15:00
5,5166,4,0,0,4,28,33,2020-06-10 09:15:00
5,5170,9,2,1,8,69,105,2020-06-10 09:15:00
5,5314,15,6,3,11,56,218,2020-06-10 09:15:00
5,5315,25,5,4,17,109,350,2020-06-10 09:15:00
5,5316,4,0,0,2,32,56,2020-06-10 09:15:00
5,5334,11,10,6,7,62,268,2020-06-10 09:15:00
5,5358,6,0,0,5,29,50,2020-06-10 09:15:00
5,5362,7,1,1,7,35,48,2020-06-10 09:15:00
5,5366,3,0,0,3,11,34,2020-06-10 09:15:00
5,5370,3,1,1,3,6,30,2020-06-10 09:15:00
5,5374,7,0,0,7,35,83,2020-06-10 09:15:00
5,5378,4,0,0,4,19,35,2020-06-10 09:15:00
5,5382,6,0,0,6,29,64,2020-06-10 09:15:00
5,5512,2,0,0,2,38,28,2020-06-10 09:15:00
5,5513,6,1,0,4,43,90,2020-06-10 09:15:00
5,5515,8,3,3,7,30,233,2020-06-10 09:15:00
5,5554,5,1,1,5,36,46,2020-06-10 09:15:00
5,5558,3,0,0,3,22,14,2020-06-10 09:15:00
5,5562,14,0,0,14,99,184,2020-06-10 09:15:00
5,5566,6,2,2,5,26,67,2020-06-10 09:15:00
5,5570,5,0,0,5,33,29,2020-06-10 09:15:00
5,5711,4,0,0,4,28,116,2020-06-10 09:15:00
5,5754,3,1,1,3,22,32,2020-06-10 09:15:00
5,5758,4,2,1,3,23,45,2020-06-10 09:15:00
5,5762,5,0,0,5,22,22,2020-06-10 09:15:00
5,5766,2,0,0,2,26,55,2020-06-10 09:15:00
5,5770,6,4,1,6,47,105,2020-06-10 09:15:00
5,5774,5,3,2,4,44,78,2020-06-10 09:15:00
5,5911,8,2,2,6,94,161,2020-06-10 09:15:00
5,5913,9,5,2,9,71,226,2020-06-10 09:15:00
5,5914,5,0,0,5,38,50,2020-06-10 09:15:00
5,5915,6,1,1,5,35,64,2020-06-10 09:15:00
5,5916,4,2,1,4,26,42,2020-06-10 09:15:00
5,5954,7,0,0,6,41,98,2020-06-10 09:15:00
5,5958,7,0,0,7,41,55,2020-06-10 09:15:00
5,5962,8,0,0,8,55,70,2020-06-10 09:15:00
5,5966,3,1,1,3,26,12,2020-06-10 09:15:00
5,5970,6,0,0,6,40,85,2020-06-10 09:15:00
5,5974,7,0,0,6,27,47,2020-06-10 09:15:00
5,5978,8,0,0,8,36,100,2020-06-10 09:15:00
6,6411,7,0,0,4,43,74,2020-06-10 09:15:00
6,6412,15,8,8,12,74,236,2020-06-10 09:15:00
6,6413,2,2,1,2,44,70,2020-06-10 09:15:00
6,6414,5,7,5,4,32,91,2020-06-10 09:15:00
6,6431,5,0,0,5,23,27,2020-06-10 09:15:00
6,6432,2,2,0,2,3,25,2020-06-10 09:15:00
6,6433,2,0,0,2,8,17,2020-06-10 09:15:00
6,6434,3,0,0,3,10,22,2020-06-10 09:15:00
6,6435,5,2,1,4,27,73,2020-06-10 09:15:00
6,6436,2,0,0,2,12,22,2020-06-10 09:15:00
6,6437,2,2,2,2,5,128,2020-06-10 09:15:00
6,6438,2,4,4,2,18,37,2020-06-10 09:15:00
6,6439,2,0,0,2,9,13,2020-06-10 09:15:00
6,6440,5,2,0,5,56,75,2020-06-10 09:15:00
6,6531,4,8,3,4,51,229,2020-06-10 09:15:00
6,6532,2,0,0,2,7,51,2020-06-10 09:15:00
6,6533,3,0,0,3,20,42,2020-06-10 09:15:00
6,6534,3,1,1,3,46,134,2020-06-10 09:15:00
6,6535,4,0,0,4,23,21,2020-06-10 09:15:00
6,6611,6,2,1,6,47,146,2020-06-10 09:15:00
6,6631,3,0,0,3,22,60,2020-06-10 09:15:00
6,6632,3,0,0,3,36,45,2020-06-10 09:15:00
6,6633,3,0,0,3,11,19,2020-06-10 09:15:00
6,6634,3,0,0,3,39,18,2020-06-10 09:15:00
6,6635,7,0,0,7,33,89,2020-06-10 09:15:00
6,6636,3,0,0,3,34,24,2020-06-10 09:15:00
7,7111,5,0,0,4,50,65,2020-06-10 09:15:00
7,7131,2,0,0,2,7,18,2020-06-10 09:15:00
7,7132,2,0,0,2,6,13,2020-06-10 09:15:00
7,7133,4,0,0,4,38,16,2020-06-10 09:15:00
7,7134,2,0,0,2,11,13,2020-06-10 09:15:00
7,7135,2,0,0,2,16,1,2020-06-10 09:15:00
7,7137,4,1,1,4,27,18,2020-06-10 09:15:00
7,7138,5,0,0,5,39,35,2020-06-10 09:15:00
7,7140,2,0,0,2,6,8,2020-06-10 09:15:00
7,7141,5,0,0,5,19,28,2020-06-10 09:15:00
7,7143,4,0,0,4,19,20,2020-06-10 09:15:00
7,7211,4,0,0,3,55,64,2020-06-10 09:15:00
7,7231,2,0,0,2,17,19,2020-06-10 09:15:00
7,7232,2,0,0,2,4,13,2020-06-10 09:15:00
7,7233,2,0,0,2,14,2,2020-06-10 09:15:00
7,7235,2,0,0,2,7,8,2020-06-10 09:15:00
7,7311,1,0,0,1,10,12,2020-06-10 09:15:00
7,7312,1,2,1,1,65,100,2020-06-10 09:15:00
7,7313,3,0,0,2,8,7,2020-06-10 09:15:00
7,7314,4,1,0,4,61,69,2020-06-10 09:15:00
7,7315,2,0,0,2,40,88,2020-06-10 09:15:00
7,7316,1,0,0,1,7,14,2020-06-10 09:15:00
7,7317,1,0,0,1,8,8,2020-06-10 09:15:00
7,7318,3,2,2,2,10,28,2020-06-10 09:15:00
7,7319,1,0,0,1,4,27,2020-06-10 09:15:00
7,7320,1,0,0,1,8,6,2020-06-10 09:15:00
7,7331,1,1,0,1,5,3,2020-06-10 09:15:00
7,7332,2,0,0,2,8,10,2020-06-10 09:15:00
7,7333,2,0,0,2,4,8,2020-06-10 09:15:00
7,7334,2,0,0,2,17,12,2020-06-10 09:15:00
7,7335,1,0,0,1,10,4,2020-06-10 09:15:00
7,7336,1,0,0,1,3,13,2020-06-10 09:15:00
7,7337,2,0,0,2,7,10,2020-06-10 09:15:00
7,7339,2,3,3,2,11,16,2020-06-10 09:15:00
7,7340,1,0,0,1,5,4,2020-06-10 09:15:00
8,8111,11,11,4,9,200,302,2020-06-10 09:15:00
8,8115,4,0,0,4,14,38,2020-06-10 09:15:00
8,8116,6,1,0,4,31,39,2020-06-10 09:15:00
8,8117,4,0,0,3,34,41,2020-06-10 09:15:00
8,8118,5,16,9,4,135,79,2020-06-10 09:15:00
8,8119,2,2,1,2,58,49,2020-06-10 09:15:00
8,8121,1,2,1,1,33,35,2020-06-10 09:15:00
8,8125,2,0,0,2,9,44,2020-06-10 09:15:00
8,8126,1,0,0,1,2,10,2020-06-10 09:15:00
8,8127,2,1,0,2,19,34,2020-06-10 09:15:00
8,8128,3,1,1,3,31,25,2020-06-10 09:15:00
8,8135,1,0,0,1,11,13,2020-06-10 09:15:00
8,8136,3,1,0,3,28,27,2020-06-10 09:15:00
8,8211,2,1,0,1,16,17,2020-06-10 09:15:00
8,8212,4,0,0,4,49,83,2020-06-10 09:15:00
8,8215,3,3,2,3,18,46,2020-06-10 09:15:00
8,8216,2,0,0,2,3,12,2020-06-10 09:15:00
8,8221,6,7,4,6,119,210,2020-06-10 09:15:00
8,8222,5,2,1,3,37,95,2020-06-10 09:15:00
8,8225,3,1,1,3,6,11,2020-06-10 09:15:00
8,8226,3,0,0,3,10,27,2020-06-10 09:15:00
8,8231,2,0,0,2,30,43,2020-06-10 09:15:00
8,8235,2,0,0,2,14,8,2020-06-10 09:15:00
8,8236,2,0,0,2,1,14,2020-06-10 09:15:00
8,8237,1,0,0,1,2,12,2020-06-10 09:15:00
8,8311,4,3,3,4,102,133,2020-06-10 09:15:00
8,8315,4,1,0,4,58,69,2020-06-10 09:15:00
8,8316,3,1,1,3,5,29,2020-06-10 09:15:00
8,8317,6,2,0,6,81,41,2020-06-10 09:15:00
8,8325,2,1,0,2,3,9,2020-06-10 09:15:00
8,8326,5,11,1,2,46,49,2020-06-10 09:15:00
8,8327,1,1,1,1,8,4,2020-06-10 09:15:00
8,8335,7,0,0,6,22,71,2020-06-10 09:15:00
8,8336,1,0,0,1,4,9,2020-06-10 09:15:00
8,8337,2,1,1,2,9,24,2020-06-10 09:15:00
8,8415,2,0,0,1,18,26,2020-06-10 09:15:00
8,8416,5,4,3,2,25,99,2020-06-10 09:15:00
8,8417,1,1,0,1,9,21,2020-06-10 09:15:00
8,8421,3,3,0,3,28,69,2020-06-10 09:15:00
8,8425,2,0,0,2,17,12,2020-06-10 09:15:00
8,8426,1,0,0,1,19,8,2020-06-10 09:15:00
8,8435,3,0,0,3,40,34,2020-06-10 09:15:00
8,8436,5,2,1,4,16,47,2020-06-10 09:15:00
8,8437,2,0,0,2,13,14,2020-06-10 09:15:00
9,9161,2,9,6,1,24,34,2020-06-10 09:15:00
9,9162,27,36,24,26,206,555,2020-06-10 09:15:00
9,9163,1,0,0,1,41,29,2020-06-10 09:15:00
9,9171,3,0,0,2,7,34,2020-06-10 09:15:00
9,9172,3,0,0,3,4,20,2020-06-10 09:15:00
9,9173,2,0,0,2,6,24,2020-06-10 09:15:00
9,9174,1,1,1,1,43,25,2020-06-10 09:15:00
9,9175,1,0,0,1,12,8,2020-06-10 09:15:00
9,9176,3,2,2,3,17,59,2020-06-10 09:15:00
9,9177,1,0,0,1,10,17,2020-06-10 09:15:00
9,9178,1,1,1,1,2,20,2020-06-10 09:15:00
9,9179,1,0,0,1,7,8,2020-06-10 09:15:00
9,9180,2,0,0,2,52,63,2020-06-10 09:15:00
9,9181,1,0,0,1,3,7,2020-06-10 09:15:00
9,9182,1,0,0,1,21,9,2020-06-10 09:15:00
9,9183,1,0,0,1,11,15,2020-06-10 09:15:00
9,9184,2,0,0,2,6,11,2020-06-10 09:15:00
9,9185,3,1,1,2,7,10,2020-06-10 09:15:00
9,9186,1,0,0,1,8,5,2020-06-10 09:15:00
9,9187,5,2,1,5,21,49,2020-06-10 09:15:00
9,9188,5,3,3,5,45,42,2020-06-10 09:15:00
9,9189,3,3,2,2,14,46,2020-06-10 09:15:00
9,9190,3,0,0,3,16,28,2020-06-10 09:15:00
9,9261,5,1,0,3,14,51,2020-06-10 09:15:00
9,9262,3,0,0,2,24,32,2020-06-10 09:15:00
9,9263,1,0,0,1,28,15,2020-06-10 09:15:00
9,9271,2,0,0,2,5,30,2020-06-10 09:15:00
9,9272,2,0,0,2,11,11,2020-06-10 09:15:00
9,9273,4,0,0,4,22,10,2020-06-10 09:15:00
9,9274,1,0,0,1,4,6,2020-06-10 09:15:00
9,9275,1,1,1,1,1,18,2020-06-10 09:15:00
9,9276,2,0,0,2,9,16,2020-06-10 09:15:00
9,9277,2,1,1,2,27,10,2020-06-10 09:15:00
9,9278,2,0,0,2,13,11,2020-06-10 09:15:00
9,9279,2,0,0,2,8,18,2020-06-10 09:15:00
9,9361,1,0,0,1,24,16,2020-06-10 09:15:00
9,9362,4,13,10,4,110,182,2020-06-10 09:15:00
9,9363,1,3,2,1,24,49,2020-06-10 09:15:00
9,9371,1,1,1,1,7,7,2020-06-10 09:15:00
9,9372,1,0,0,1,11,11,2020-06-10 09:15:00
9,9373,1,0,0,1,5,25,2020-06-10 09:15:00
9,9375,2,1,0,2,1,7,2020-06-10 09:15:00
9,9376,4,0,0,4,31,15,2020-06-10 09:15:00
9,9377,1,0,0,1,2,10,2020-06-10 09:15:00
9,9461,4,0,0,1,31,29,2020-06-10 09:15:00
9,9462,5,0,0,2,9,50,2020-06-10 09:15:00
9,9463,2,2,2,1,9,27,2020-06-10 09:15:00
9,9464,1,0,0,1,9,33,2020-06-10 09:15:00
9,9471,2,0,0,2,15,4,2020-06-10 09:15:00
9,9472,1,0,0,1,8,1,2020-06-10 09:15:00
9,9474,2,0,0,2,14,11,2020-06-10 09:15:00
9,9475,2,0,0,2,5,12,2020-06-10 09:15:00
9,9476,1,1,0,1,2,13,2020-06-10 09:15:00
9,9477,1,0,0,1,9,29,2020-06-10 09:15:00
9,9478,2,0,0,2,6,24,2020-06-10 09:15:00
9,9479,2,0,0,2,13,7,2020-06-10 09:15:00
9,9561,2,1,1,2,6,17,2020-06-10 09:15:00
9,9562,3,4,1,3,36,127,2020-06-10 09:15:00
9,9563,2,1,0,2,18,35,2020-06-10 09:15:00
9,9564,8,0,0,6,96,145,2020-06-10 09:15:00
9,9565,1,0,0,1,3,4,2020-06-10 09:15:00
9,9571,3,0,0,3,5,12,2020-06-10 09:15:00
9,9572,1,0,0,1,0,6,2020-06-10 09:15:00
9,9574,3,0,0,3,5,19,2020-06-10 09:15:00
9,9575,3,0,0,2,18,53,2020-06-10 09:15:00
9,9576,1,0,0,1,4,7,2020-06-10 09:15:00
9,9577,2,0,0,2,5,11,2020-06-10 09:15:00
9,9661,2,1,1,1,9,43,2020-06-10 09:15:00
9,9662,2,3,3,2,7,44,2020-06-10 09:15:00
9,9663,3,4,4,3,48,101,2020-06-10 09:15:00
9,9671,1,0,0,1,0,8,2020-06-10 09:15:00
9,9672,4,0,0,4,7,46,2020-06-10 09:15:00
9,9673,1,0,0,1,45,115,2020-06-10 09:15:00
9,9674,2,0,0,2,7,9,2020-06-10 09:15:00
9,9675,1,0,0,1,7,5,2020-06-10 09:15:00
9,9676,1,0,0,1,4,10,2020-06-10 09:15:00
9,9677,1,0,0,1,4,5,2020-06-10 09:15:00
9,9678,2,0,0,2,5,0,2020-06-10 09:15:00
9,9679,1,0,0,1,0,0,2020-06-10 09:15:00
9,9761,3,0,0,2,44,97,2020-06-10 09:15:00
9,9762,1,0,0,1,22,9,2020-06-10 09:15:00
9,9763,1,0,0,1,3,28,2020-06-10 09:15:00
9,9764,1,0,0,1,18,16,2020-06-10 09:15:00
9,9771,2,2,0,2,9,17,2020-06-10 09:15:00
9,9772,2,0,0,2,6,12,2020-06-10 09:15:00
9,9773,2,0,0,2,8,16,2020-06-10 09:15:00
9,9774,4,0,0,4,16,55,2020-06-10 09:15:00
9,9775,2,1,0,2,12,13,2020-06-10 09:15:00
9,9776,2,0,0,2,9,6,2020-06-10 09:15:00
9,9777,2,0,0,2,13,8,2020-06-10 09:15:00
9,9778,2,0,0,2,12,11,2020-06-10 09:15:00
9,9779,3,0,0,3,22,11,2020-06-10 09:15:00
9,9780,1,0,0,1,11,12,2020-06-10 09:15:00
10,10041,7,2,1,7,88,137,2020-06-10 09:15:00
10,10042,2,0,0,2,19,6,2020-06-10 09:15:00
10,10043,3,0,0,3,19,30,2020-06-10 09:15:00
10,10044,4,2,1,3,27,44,2020-06-10 09:15:00
10,10045,2,3,0,2,98,174,2020-06-10 09:15:00
10,10046,1,0,0,1,9,7,2020-06-10 09:15:00
11,11000,60,51,36,42,336,1102,2020-06-10 09:15:00
12,12051,3,0,0,3,6,53,2020-06-10 09:15:00
12,12052,2,0,0,2,45,58,2020-06-10 09:15:00
12,12053,1,0,0,1,10,31,2020-06-10 09:15:00
12,12054,4,0,0,4,29,55,2020-06-10 09:15:00
12,12060,2,1,0,2,51,61,2020-06-10 09:15:00
12,12061,5,0,0,5,21,50,2020-06-10 09:15:00
12,12062,3,0,0,3,24,22,2020-06-10 09:15:00
12,12063,4,0,0,2,15,14,2020-06-10 09:15:00
12,12064,3,0,0,3,18,21,2020-06-10 09:15:00
12,12065,5,0,0,5,33,26,2020-06-10 09:15:00
12,12066,1,3,0,1,22,23,2020-06-10 09:15:00
12,12067,4,0,0,4,76,76,2020-06-10 09:15:00
12,12068,3,0,0,3,25,21,2020-06-10 09:15:00
12,12069,3,0,0,3,37,63,2020-06-10 09:15:00
12,12070,2,0,0,2,14,11,2020-06-10 09:15:00
12,12071,3,0,0,3,11,12,2020-06-10 09:15:00
12,12072,2,0,0,2,11,11,2020-06-10 09:15:00
12,12073,4,0,0,4,17,28,2020-06-10 09:15:00
13,13003,2,2,2,2,32,87,2020-06-10 09:15:00
13,13004,1,0,0,1,3,51,2020-06-10 09:15:00
13,13071,5,1,0,5,30,63,2020-06-10 09:15:00
13,13072,6,0,0,4,33,38,2020-06-10 09:15:00
13,13073,4,0,0,4,17,53,2020-06-10 09:15:00
13,13074,2,0,0,2,12,36,2020-06-10 09:15:00
13,13075,7,0,0,7,71,162,2020-06-10 09:15:00
13,13076,7,0,0,7,40,141,2020-06-10 09:15:00
14,14511,3,0,0,3,23,153,2020-06-10 09:15:00
14,14521,6,0,0,6,27,58,2020-06-10 09:15:00
14,14522,5,0,0,5,30,43,2020-06-10 09:15:00
14,14523,4,0,0,4,50,42,2020-06-10 09:15:00
14,14524,6,1,0,5,28,87,2020-06-10 09:15:00
14,14612,12,0,0,6,58,225,2020-06-10 09:15:00
14,14625,6,3,3,5,19,45,2020-06-10 09:15:00
14,14626,6,0,0,6,22,42,2020-06-10 09:15:00
14,14627,5,0,0,5,47,49,2020-06-10 09:15:00
14,14628,6,26,6,6,56,70,2020-06-10 09:15:00
14,14713,9,0,0,7,117,312,2020-06-10 09:15:00
14,14729,3,0,0,3,19,31,2020-06-10 09:15:00
14,14730,8,0,0,8,29,41,2020-06-10 09:15:00
15,15001,2,0,0,2,22,26,2020-06-10 09:15:00
15,15002,6,3,1,5,88,231,2020-06-10 09:15:00
15,15003,7,0,0,5,51,179,2020-06-10 09:15:00
15,15081,2,0,0,2,5,15,2020-06-10 09:15:00
15,15082,3,0,0,3,24,24,2020-06-10 09:15:00
15,15083,2,0,0,2,23,16,2020-06-10 09:15:00
15,15084,3,0,0,3,22,35,2020-06-10 09:15:00
15,15085,4,0,0,4,26,11,2020-06-10 09:15:00
15,15086,2,3,2,2,13,20,2020-06-10 09:15:00
15,15087,3,0,0,3,14,23,2020-06-10 09:15:00
15,15088,2,0,0,2,11,12,2020-06-10 09:15:00
15,15089,4,0,0,4,18,55,2020-06-10 09:15:00
15,15090,2,0,0,2,34,14,2020-06-10 09:15:00
15,15091,2,0,0,2,31,32,2020-06-10 09:15:00
16,16051,2,0,0,2,31,65,2020-06-10 09:15:00
16,16052,1,1,1,1,14,32,2020-06-10 09:15:00
16,16053,1,1,1,1,34,81,2020-06-10 09:15:00
16,16054,1,0,0,1,9,13,2020-06-10 09:15:00
16,16055,1,0,0,1,8,8,2020-06-10 09:15:00
16,16056,1,0,0,1,21,23,2020-06-10 09:15:00
16,16061,3,1,1,3,10,20,2020-06-10 09:15:00
16,16062,3,3,0,3,42,39,2020-06-10 09:15:00
16,16063,3,0,0,3,17,70,2020-06-10 09:15:00
16,16064,3,2,0,3,46,27,2020-06-10 09:15:00
16,16065,1,0,0,1,2,8,2020-06-10 09:15:00
16,16066,2,2,0,2,6,42,2020-06-10 09:15:00
16,16067,2,0,0,2,17,24,2020-06-10 09:15:00
16,16068,1,0,0,1,3,11,2020-06-10 09:15:00
16,16069,1,0,0,1,5,3,2020-06-10 09:15:00
16,16070,2,0,0,2,6,10,2020-06-10 09:15:00
16,16071,3,0,0,3,56,70,2020-06-10 09:15:00
16,16072,1,0,0,1,3,5,2020-06-10 09:15:00
16,16073,1,0,0,1,13,9,2020-06-10 09:15:00
16,16074,1,0,0,1,10,6,2020-06-10 09:15:00
16,16075,1,0,0,1,0,0,2020-06-10 09:15:00
16,16076,1,2,2,1,0,12,2020-06-10 09:15:00
16,16077,2,0,0,1,21,39,2020-06-10 09:15:00
1,1001,2,0,0,2,49,37,2020-06-11 09:15:00
1,1002,5,0,0,3,131,124,2020-06-11 09:15:00
1,1003,2,0,0,2,131,112,2020-06-11 09:15:00
1,1004,1,0,0,1,18,22,2020-06-11 09:15:00
1,1051,1,0,0,1,25,31,2020-06-11 09:15:00
1,1053,2,0,0,2,8,16,2020-06-11 09:15:00
1,1054,3,0,0,3,26,18,2020-06-11 09:15:00
1,1055,3,0,0,3,18,16,2020-06-11 09:15:00
1,1056,2,0,0,2,11,24,2020-06-11 09:15:00
1,1057,1,0,0,1,6,6,2020-06-11 09:15:00
1,1058,3,0,0,3,9,41,2020-06-11 09:15:00
1,1059,1,1,0,1,11,12,2020-06-11 09:15:00
1,1060,4,0,0,4,59,75,2020-06-11 09:15:00
1,1061,1,0,0,1,20,18,2020-06-11 09:15:00
1,1062,3,0,0,3,9,21,2020-06-11 09:15:00
2,2000,28,18,16,24,388,578,2020-06-11 09:15:00
3,3101,5,0,0,5,53,103,2020-06-11 09:15:00
3,3102,2,0,0,2,13,14,2020-06-11 09:15:00
3,3103,1,1,0,1,29,19,2020-06-11 09:15:00
3,3151,2,0,0,2,6,30,2020-06-11 09:15:00
3,3153,3,0,0,3,49,40,2020-06-11 09:15:00
3,3154,1,2,0,1,13,21,2020-06-11 09:15:00
3,3155,2,1,0,2,8,15,2020-06-11 09:15:00
3,3157,1,0,0,1,6,16,2020-06-11 09:15:00
3,3158,1,1,1,1,7,9,2020-06-11 09:15:00
3,3159,8,4,3,7,72,149,2020-06-11 09:15:00
3,3241,16,13,10,16,144,354,2020-06-11 09:15:00
3,3251,3,0,0,3,3,7,2020-06-11 09:15:00
3,3252,4,1,1,4,19,55,2020-06-11 09:15:00
3,3254,5,0,0,4,35,63,2020-06-11 09:15:00
3,3255,1,0,0,1,6,8,2020-06-11 09:15:00
3,3256,1,0,0,1,13,21,2020-06-11 09:15:00
3,3257,1,0,0,1,2,21,2020-06-11 09:15:00
3,3351,3,0,0,1,7,34,2020-06-11 09:15:00
3,3352,2,1,0,2,10,8,2020-06-11 09:15:00
3,3353,3,0,0,3,25,41,2020-06-11 09:15:00
3,3354,1,0,0,1,8,7,2020-06-11 09:15:00
3,3355,2,0,0,2,16,22,2020-06-11 09:15:00
3,3356,2,0,0,2,4,11,2020-06-11 09:15:00
3,3357,3,0,0,2,9,25,2020-06-11 09:15:00
3,3358,3,0,0,3,16,19,2020-06-11 09:15:00
3,3359,3,0,0,2,11,26,2020-06-11 09:15:00
3,3360,2,0,0,2,28,51,2020-06-11 09:15:00
3,3361,2,0,0,2,4,13,2020-06-11 09:15:00
3,3401,1,1,1,1,11,18,2020-06-11 09:15:00
3,3402,1,0,0,1,14,7,2020-06-11 09:15:00
3,3403,5,7,7,3,107,117,2020-06-11 09:15:00
3,3404,4,0,0,4,80,28,2020-06-11 09:15:00
3,3405,1,0,0,1,13,23,2020-06-11 09:15:00
3,3451,3,0,0,2,11,28,2020-06-11 09:15:00
3,3452,3,0,0,3,17,25,2020-06-11 09:15:00
3,3453,3,1,0,3,9,39,2020-06-11 09:15:00
3,3454,7,0,0,7,42,56,2020-06-11 09:15:00
3,3455,2,1,1,2,10,27,2020-06-11 09:15:00
3,3456,1,0,0,1,10,20,2020-06-11 09:15:00
3,3457,3,0,0,2,20,18,2020-06-11 09:15:00
3,3458,1,0,0,1,0,0,2020-06-11 09:15:00
3,3459,8,0,0,7,66,57,2020-06-11 09:15:00
3,3460,3,1,0,3,31,25,2020-06-11 09:15:00
3,3461,2,0,0,2,4,12,2020-06-11 09:15:00
3,3462,1,0,0,1,5,8,2020-06-11 09:15:00
4,4011,10,4,3,9,75,90,2020-06-11 09:15:00
4,4012,3,1,0,3,11,57,2020-06-11 09:15:00
5,5111,12,5,3,11,60,254,2020-06-11 09:15:00
5,5112,13,4,4,9,85,181,2020-06-11 09:15:00
5,5113,15,5,4,14,85,268,2020-06-11 09:15:00
5,5114,6,1,0,4,26,80,2020-06-11 09:15:00
5,5116,5,1,1,4,26,83,2020-06-11 09:15:00
5,5117,2,2,1,2,19,35,2020-06-11 09:15:00
5,5119,6,0,0,4,27,51,2020-06-11 09:15:00
5,5120,1,0,0,1,17,19,2020-06-11 09:15:00
5,5122,3,3,2,3,40,53,2020-06-11 09:15:00
5,5124,5,2,2,5,83,110,2020-06-11 09:15:00
5,5154,5,1,0,5,17,53,2020-06-11 09:15:00
5,5158,6,0,0,6,37,38,2020-06-11 09:15:00
5,5162,7,0,0,6,40,76,2020-06-11 09:15:00
5,5166,4,0,0,4,30,32,2020-06-11 09:15:00
5,5170,9,4,1,8,76,94,2020-06-11 09:15:00
5,5314,15,5,3,11,63,209,2020-06-11 09:15:00
5,5315,26,6,4,18,96,352,2020-06-11 09:15:00
5,5316,4,0,0,2,33,55,2020-06-11 09:15:00
5,5334,11,9,4,7,61,269,2020-06-11 09:15:00
5,5358,6,0,0,5,34,43,2020-06-11 09:15:00
5,5362,7,1,1,7,29,54,2020-06-11 09:15:00
5,5366,3,0,0,3,12,33,2020-06-11 09:15:00
5,5370,3,1,1,3,5,31,2020-06-11 09:15:00
5,5374,7,0,0,7,34,84,2020-06-11 09:15:00
5,5378,4,0,0,4,17,34,2020-06-11 09:15:00
5,5382,6,0,0,6,23,71,2020-06-11 09:15:00
5,5512,2,0,0,2,35,31,2020-06-11 09:15:00
5,5513,6,3,0,4,60,73,2020-06-11 09:15:00
5,5515,8,3,3,7,31,232,2020-06-11 09:15:00
5,5554,5,1,1,5,38,44,2020-06-11 09:15:00
5,5558,3,0,0,3,21,15,2020-06-11 09:15:00
5,5562,14,0,0,14,93,190,2020-06-11 09:15:00
5,5566,6,2,2,5,31,62,2020-06-11 09:15:00
5,5570,5,0,0,5,35,27,2020-06-11 09:15:00
5,5711,4,0,0,4,26,118,2020-06-11 09:15:00
5,5754,3,1,1,3,22,32,2020-06-11 09:15:00
5,5758,4,2,1,3,23,45,2020-06-11 09:15:00
5,5762,5,0,0,5,14,28,2020-06-11 09:15:00
5,5766,2,0,0,2,26,55,2020-06-11 09:15:00
5,5770,6,3,2,6,51,101,2020-06-11 09:15:00
5,5774,5,3,2,4,43,80,2020-06-11 09:15:00
5,5911,8,2,1,6,99,156,2020-06-11 09:15:00
5,5913,9,5,2,9,73,224,2020-06-11 09:15:00
5,5914,5,0,0,5,38,50,2020-06-11 09:15:00
5,5915,6,1,1,5,37,53,2020-06-11 09:15:00
5,5916,4,1,1,4,26,42,2020-06-11 09:15:00
5,5954,7,0,0,6,40,104,2020-06-11 09:15:00
5,5958,7,0,0,7,47,49,2020-06-11 09:15:00
5,5962,8,0,0,8,52,73,2020-06-11 09:15:00
5,5966,3,1,1,3,26,12,2020-06-11 09:15:00
5,5970,6,0,0,6,44,77,2020-06-11 09:15:00
5,5974,6,0,0,5,30,44,2020-06-11 09:15:00
5,5978,8,0,0,8,32,105,2020-06-11 09:15:00
6,6411,7,1,0,4,27,84,2020-06-11 09:15:00
6,6412,16,8,8,12,80,242,2020-06-11 09:15:00
6,6413,2,1,1,2,44,70,2020-06-11 09:15:00
6,6414,5,6,5,4,35,88,2020-06-11 09:15:00
6,6431,5,0,0,5,24,26,2020-06-11 09:15:00
6,6432,2,2,0,2,3,25,2020-06-11 09:15:00
6,6433,2,0,0,2,11,16,2020-06-11 09:15:00
6,6434,3,0,0,3,10,22,2020-06-11 09:15:00
6,6435,5,1,1,4,34,66,2020-06-11 09:15:00
